#massa_A
#t	x
0.000000000E0	2.651472353E-3
3.332222222E-2	2.651472353E-3
6.665555556E-2	2.651472353E-3
9.998888889E-2	3.409035882E-3
1.333444444E-1	4.545381177E-3
1.666555556E-1	5.302944706E-3
1.999888889E-1	6.060508236E-3
2.333222222E-1	6.439290000E-3
2.666555556E-1	7.954417059E-3
2.999888889E-1	9.848325883E-3
3.333222222E-1	1.136345294E-2
3.666555556E-1	1.287858000E-2
3.999888889E-1	1.515127059E-2
4.333111111E-1	1.704517941E-2
4.667222222E-1	1.856030647E-2
4.999777778E-1	2.083299706E-2
5.333111111E-1	2.386325118E-2
5.666444444E-1	2.613594177E-2
5.999777778E-1	2.765106882E-2
6.333111111E-1	3.030254118E-2
6.666444444E-1	3.409035882E-2
6.999777778E-1	3.787817647E-2
7.333111111E-1	4.090843059E-2
7.666444444E-1	4.469624824E-2
7.999666667E-1	4.696893883E-2
8.333111111E-1	5.075675647E-2
8.666444444E-1	5.492335588E-2
8.999666667E-1	5.833239177E-2
9.333000000E-1	6.174142765E-2
9.666333333E-1	6.590802706E-2
9.999666667E-1	6.969584471E-2
1.033300000E0	7.386244412E-2
1.066655556E0	7.840782530E-2
1.099966667E0	8.295320647E-2
1.133300000E0	8.825615118E-2
1.166633333E0	9.280153236E-2
1.199966667E0	9.810447706E-2
1.233311111E0	1.034074218E-1
1.266622222E0	1.094679300E-1
1.299955556E0	1.140133112E-1
1.333288889E0	1.204526012E-1
1.366622222E0	1.261343277E-1
1.399955556E0	1.333311812E-1
1.433300000E0	1.397704712E-1
1.466655556E0	1.458309794E-1
1.499966667E0	1.530278329E-1
1.533311111E0	1.598459047E-1
1.566622222E0	1.670427582E-1
1.599955556E0	1.742396118E-1
1.633300000E0	1.810576835E-1
1.666622222E0	1.882545371E-1
1.699955556E0	1.965877359E-1
1.733288889E0	2.030270259E-1
1.766611111E0	2.106026612E-1
1.799944444E0	2.189358600E-1
1.833300000E0	2.261327135E-1
1.866611111E0	2.333295671E-1
1.899944444E0	2.416627659E-1
1.933277778E0	2.511323100E-1
1.966611111E0	2.590867271E-1
1.999944444E0	2.681774894E-1
2.033300000E0	2.768894700E-1
2.066611111E0	2.852226688E-1
2.099933333E0	2.943134312E-1
2.133288889E0	3.034041935E-1
2.166622222E0	3.124949559E-1
2.199933333E0	3.227220635E-1
2.233277778E0	3.314340441E-1
2.266600000E0	3.420399335E-1
2.299933333E0	3.484792235E-1
2.333266667E0	3.598426765E-1
2.366600000E0	3.696910024E-1
2.399933333E0	3.784029830E-1
2.433288889E0	3.901452177E-1
2.466622222E0	4.003723253E-1
2.499922222E0	4.109782147E-1
2.533255556E0	4.212053224E-1
2.566588889E0	4.321899935E-1
2.599922222E0	4.424171012E-1
2.633277778E0	4.537805541E-1
2.666600000E0	4.659015706E-1
2.699922222E0	4.757498965E-1
2.733266667E0	4.863557859E-1
2.766588889E0	4.992343659E-1
2.799922222E0	5.105978188E-1
2.833255556E0	5.227188353E-1
2.866600000E0	5.340822883E-1
2.899922222E0	5.446881777E-1
2.933255556E0	5.583243212E-1
2.966588889E0	5.712029012E-1
2.999922222E0	5.829451359E-1
3.033277778E0	5.950661524E-1
3.066600000E0	6.064296053E-1
3.099911111E0	6.208233124E-1
3.133244444E0	6.325655471E-1
3.166577778E0	6.465804724E-1
3.199911111E0	6.605953977E-1
3.233244444E0	6.734739777E-1
3.266577778E0	6.859737759E-1
3.299911111E0	6.984735741E-1
3.333255556E0	7.128672812E-1
3.366577778E0	7.268822065E-1
3.399900000E0	7.412759136E-1
3.433266667E0	7.537757118E-1
3.466566667E0	7.681694189E-1
3.499900000E0	7.821843441E-1
3.533266667E0	7.965780512E-1
3.566566667E0	8.117293218E-1
3.599900000E0	8.265018106E-1
3.633266667E0	8.397591724E-1
3.666566667E0	8.560467883E-1
3.699900000E0	8.711980589E-1
3.733233333E0	8.855917659E-1
3.766566667E0	9.007430365E-1
3.799900000E0	9.155155253E-1
3.833233333E0	9.310455777E-1
3.866566667E0	9.461968483E-1
3.899888889E0	9.617269006E-1
3.933222222E0	9.776357347E-1
3.966555556E0	9.924082236E-1
3.999888889E0	1.008695839E0
4.033222222E0	1.026119801E0
4.066555556E0	1.042407417E0
4.099888889E0	1.058695032E0
4.133222222E0	1.074603867E0
4.166555556E0	1.090891482E0
4.199888889E0	1.110588134E0
4.233211111E0	1.124981841E0
4.266555556E0	1.141269457E0
4.299888889E0	1.159450982E0
4.333211111E0	1.176496161E0
4.366544444E0	1.194677686E0
