#massa_A
#t	x
0.000000000E0	2.512263198E-3
3.334444444E-2	4.803139218E-3
6.668888889E-2	7.077972688E-3
1.000000000E-1	9.739431594E-3
1.333333333E-1	1.240089050E-2
1.666888889E-1	1.392172416E-2
2.000000000E-1	1.543293229E-2
2.333333333E-1	1.696339148E-2
2.666777778E-1	1.848422514E-2
3.000000000E-1	2.001147582E-2
3.333333333E-1	2.229272631E-2
3.666666667E-1	2.456755978E-2
4.000000000E-1	2.608197642E-2
4.333333333E-1	2.760922710E-2
4.666777778E-1	2.989047759E-2
4.999888889E-1	3.179151967E-2
5.333222222E-1	3.445297857E-2
5.666555556E-1	3.711443748E-2
5.999888889E-1	3.901547955E-2
6.333222222E-1	4.205714687E-2
6.666777778E-1	4.471860578E-2
6.999888889E-1	4.776027310E-2
7.333222222E-1	5.003831508E-2
7.666777778E-1	5.307998240E-2
7.999888889E-1	5.498102447E-2
8.333222222E-1	5.954352545E-2
8.666555556E-1	6.296540119E-2
8.999777778E-1	6.638727692E-2
9.333111111E-1	6.943215275E-2
9.666555556E-1	7.284761147E-2
9.999777778E-1	7.626948720E-2
1.033311111E0	8.083519669E-2
1.066677778E0	8.463728085E-2
1.099977778E0	8.767894817E-2
1.133311111E0	9.148424083E-2
1.166666667E0	9.528632498E-2
1.199966667E0	1.006156598E-1
1.233311111E0	1.051685353E-1
1.266666667E0	1.101144532E-1
1.299966667E0	1.142967457E-1
1.333311111E0	1.180988299E-1
1.366655556E0	1.226613309E-1
1.399966667E0	1.291248739E-1
1.433300000E0	1.340740003E-1
1.466633333E0	1.374958761E-1
1.499966667E0	1.428187939E-1
1.533300000E0	1.489021285E-1
1.566644444E0	1.553592546E-1
1.599966667E0	1.591677557E-1
1.633300000E0	1.656248818E-1
1.666655556E0	1.709477996E-1
1.699955556E0	1.770407597E-1
1.733288889E0	1.819802606E-1
1.766644444E0	1.884405952E-1
1.799955556E0	1.952811381E-1
1.833288889E0	2.002238475E-1
1.866622222E0	2.059269738E-1
1.899955556E0	2.135311421E-1
1.933288889E0	2.196208937E-1
1.966622222E0	2.257042284E-1
1.999955556E0	2.321677714E-1
2.033288889E0	2.378773147E-1
2.066622222E0	2.447210661E-1
2.099955556E0	2.515519836E-1
2.133288889E0	2.583989435E-1
2.166655556E0	2.652426950E-1
2.199955556E0	2.720928635E-1
2.233288889E0	2.804606571E-1
2.266611111E0	2.869145747E-1
2.299944444E0	2.930075348E-1
2.333277778E0	2.998512863E-1
2.366611111E0	3.078388715E-1
2.399944444E0	3.165804566E-1
2.433277778E0	3.230439996E-1
2.466611111E0	3.310347934E-1
2.499944444E0	3.390191701E-1
2.533277778E0	3.470035468E-1
2.566600000E0	3.557483403E-1
2.599933333E0	3.618252580E-1
2.633266667E0	3.694358433E-1
2.666600000E0	3.774202200E-1
2.699933333E0	3.876826387E-1
2.733266667E0	3.971878491E-1
2.766600000E0	4.036610176E-1
2.799944444E0	4.124058112E-1
2.833266667E0	4.203901879E-1
2.866600000E0	4.298953983E-1
2.899933333E0	4.371289837E-1
2.933266667E0	4.462443601E-1
2.966600000E0	4.572768212E-1
2.999933333E0	4.648713640E-1
3.033266667E0	4.740027829E-1
3.066600000E0	4.842716187E-1
3.099922222E0	4.918725784E-1
3.133255556E0	5.017547887E-1
3.166588889E0	5.108862077E-1
3.199933333E0	5.207780435E-1
3.233255556E0	5.314174621E-1
3.266588889E0	5.409162555E-1
3.299922222E0	5.511818827E-1
3.333255556E0	5.614507184E-1
3.366588889E0	5.709559288E-1
3.399922222E0	5.823750153E-1
3.433255556E0	5.915000172E-1
3.466588889E0	6.013854360E-1
3.499922222E0	6.089896043E-1
3.533244444E0	6.200092313E-1
3.566611111E0	6.321662751E-1
3.599955556E0	6.420645279E-1
3.633255556E0	6.549948225E-1
3.666577778E0	6.633594077E-1
3.699922222E0	6.751426600E-1
3.733244444E0	6.854179128E-1
3.766611111E0	6.949231231E-1
3.799911111E0	7.067127925E-1
3.833244444E0	7.185024619E-1
3.866577778E0	7.298926718E-1
3.899922222E0	7.405449244E-1
3.933244444E0	7.527180107E-1
3.966577778E0	7.664151392E-1
3.999900000E0	7.785818085E-1
4.033233333E0	7.892244356E-1
4.066600000E0	7.991098544E-1
4.099911111E0	8.101391069E-1
4.133233333E0	8.219255678E-1
4.166588889E0	8.344756540E-1
4.199900000E0	8.458722809E-1
4.233233333E0	8.584223671E-1
4.266588889E0	8.698318281E-1
4.299900000E0	8.823851228E-1
4.333222222E0	8.949287920E-1
4.366577778E0	9.078558781E-1
4.399922222E0	9.207861727E-1
4.433222222E0	9.340998843E-1
4.466577778E0	9.477873872E-1
4.499900000E0	9.591968482E-1
4.533222222E0	9.721175173E-1
4.566577778E0	9.842906036E-1
4.599900000E0	9.975914811E-1
4.633222222E0	1.010144776E0
4.666577778E0	1.026126363E0
4.699900000E0	1.039050241E0
4.733222222E0	1.051213702E0
4.766588889E0	1.066422038E0
4.799900000E0	1.080122375E0
4.833211111E0	1.091531836E0
4.866566667E0	1.107497381E0
4.899888889E0	1.121565092E0
4.933211111E0	1.134495387E0
4.966544444E0	1.150093558E0
4.999900000E0	1.163413686E0
5.033211111E0	1.176695313E0
5.066566667E0	1.187727774E0
