#[Fe/H] [Na/Fe]  N
#
 -1.75 -0.02     1
 -1.67  0.30     1
 -1.53  0.61     1
 -1.19  0.81     1
 -1.33  0.73     1
 -1.32  0.00     2
 -1.02 -0.05     2
 -0.66 -0.04     2
 -0.60 -0.22     2

